              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:  
Subject No:  
Date of Birth:  
Subject Address:  
Operator:   
Date: 11:05:31 (30/4/2012) 
DRT4 Serial Number: #3021 
Comment:  
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   8/sec 
Time Constant: off 
Time Offset: 0.062 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
18328	0	38	10.875	  7.4	  3.1 
18329	0	38	11.000	  7.5	  2.8 
18330	0	38	11.125	  8.0	  3.1 
18331	0	38	11.250	  8.0	  2.8 
18332	0	38	11.375	  8.1	  3.2 
18333	0	38	11.500	  8.1	  3.2 
18334	0	38	11.625	  7.6	  3.1 
18335	0	38	11.750	  7.3	  3.8 
18336	0	38	11.875	  8.0	  3.6 
18337	0	38	12.000	  8.6	  3.2 
18338	0	38	12.125	  8.5	  3.6 
18339	0	38	12.250	  8.2	  3.4 
18340	0	38	12.375	  7.0	  3.1 
18341	0	38	12.500	  6.5	  2.9 
18342	0	38	12.625	  6.6	  3.1 
18343	0	38	12.750	  6.8	  3.0 
18344	0	38	12.875	  7.2	  3.0 
18345	0	38	13.000	  7.2	  3.5 
18346	0	38	13.125	  7.6	  3.3 
18347	0	38	13.250	  8.0	  3.4 
18348	0	38	13.375	  7.4	  3.4 
18349	0	38	13.500	  7.2	  3.5 
18350	0	38	13.625	  7.4	  3.1 
18351	0	38	13.750	  7.4	  3.0 
18352	0	38	13.875	  6.8	  2.9 
18353	0	38	14.000	  7.2	  3.3 
18354	0	38	14.125	  6.8	  3.8 
18355	0	38	14.250	  7.2	  3.6 
18356	0	38	14.375	  7.6	  3.5 
18357	0	38	14.500	  7.9	  3.3 
18358	0	38	14.625	  7.2	  3.0 
18359	0	38	14.750	  6.9	  3.1 
18360	0	38	14.875	  7.6	  3.4 
18361	0	38	15.000	  8.0	  3.4 
18362	0	38	15.125	  8.0	  3.1 
18363	0	38	15.250	  8.7	  3.2 
18364	0	38	15.375	  8.4	  3.0 
18365	0	38	15.500	  8.0	  3.1 
18366	0	38	15.625	  7.6	  3.3 
18367	0	38	15.750	  7.9	  3.3 
18368	0	38	15.875	  7.6	  3.2 
18369	0	38	16.000	  7.2	  2.8 
18370	0	38	16.125	  7.1	  2.8 
18371	0	38	16.250	  6.7	  2.5 
18372	0	38	16.375	  6.8	  2.7 
18373	0	38	16.500	  7.6	  2.7 
18374	0	38	16.625	  8.0	  3.0 
18375	0	38	16.750	  8.0	  3.4 
18376	0	38	16.875	  7.8	  4.1 
18377	0	38	17.000	  7.1	  3.9 
18378	0	38	17.125	  6.9	  3.5 
18379	0	38	17.250	  6.3	  3.4 
18380	0	38	17.375	  6.2	  3.3 
18381	0	38	17.500	  6.7	  3.4 
18382	0	38	17.625	  6.8	  3.2 
18383	0	38	17.750	  7.2	  3.3 
18384	0	38	17.875	  6.9	  3.2 
18385	0	38	18.000	  6.5	  3.4 
18386	0	38	18.125	  6.8	  3.0 
18387	0	38	18.250	  6.6	  2.9 
18388	0	38	18.375	  6.8	  2.9 
18389	0	38	18.500	  7.2	  3.3 
18390	0	38	18.625	  7.4	  3.1 
18391	0	38	18.750	  7.2	  3.5 
18392	0	38	18.875	  7.1	  3.2 
18393	0	38	19.000	  7.2	  3.0 
18394	0	38	19.125	  7.0	  2.9 
18395	0	38	19.250	  6.5	  3.2 
18396	0	38	19.375	  7.0	  3.2 
18397	0	38	19.500	  7.3	  3.2 
18398	0	38	19.625	  7.3	  3.6 
18399	0	38	19.750	  6.8	  3.0 
18400	0	38	19.875	  7.1	  3.1 
18401	0	38	20.000	  6.5	  3.4 
18402	0	38	20.125	  6.1	  3.3 
18403	0	38	20.250	  6.6	  3.6 
18404	0	38	20.375	  6.8	  3.4 
18405	0	38	20.500	  7.0	  3.6 
18406	0	38	20.625	  6.6	  3.5 
18407	0	38	20.750	  6.3	  3.5 
18408	0	38	20.875	  6.2	  3.3 
18409	0	38	21.000	  6.6	  3.5 
18410	0	38	21.125	  6.2	  3.2 
18411	0	38	21.250	  7.2	  3.5 
18412	0	38	21.375	  6.4	  3.6 
18413	0	38	21.500	  5.9	  3.5 
18414	0	38	21.625	  6.5	  3.4 
18415	0	38	21.750	  6.4	  3.4 
18416	0	38	21.875	  6.9	  3.2 
18417	0	38	22.000	 13.1	  4.6 
18418	0	38	22.125	 85.7	 25.8 
18419	0	38	22.250	137.1	 49.6 
18420	0	38	22.375	 91.7	 48.7 
18421	0	38	22.500	 63.3	 30.9 
18422	0	38	22.625	 56.8	 19.3 
18423	0	38	22.750	 39.8	 12.1 
18424	0	38	22.875	 37.6	  9.2 
18425	0	38	23.000	 43.1	  8.0 
18426	0	38	23.125	 40.1	  9.4 
18427	0	38	23.250	 27.9	  8.4 
18428	0	38	23.375	 18.6	  5.8 
18429	0	38	23.500	 20.4	  5.5 
18430	0	38	23.625	 19.2	  5.1 
18431	0	38	23.750	 15.0	  5.0 
18432	0	38	23.875	 11.5	  3.9 
18433	0	38	24.000	 10.3	  3.5 
18434	0	38	24.125	 10.1	  3.7 
18435	0	38	24.250	  8.8	  3.4 
18436	0	38	24.375	  8.2	  4.0 
18437	0	38	24.500	  8.6	  3.8 
18438	0	38	24.625	  8.0	  3.7 
18439	0	38	24.750	  8.0	  3.2 
18440	0	38	24.875	  8.6	  3.0 
18441	0	38	25.000	  8.7	  3.3 
18442	0	38	25.125	  9.0	  3.6 
18443	0	38	25.250	  9.1	  3.7 
18444	0	38	25.375	  8.6	  3.8 
18445	0	38	25.500	  8.5	  3.6 
18446	0	38	25.625	  8.6	  3.5 
18447	0	38	25.750	  7.6	  3.2 
18448	0	38	25.875	  7.7	  3.1 
18449	0	38	26.000	  7.6	  3.3 
18450	0	38	26.125	  7.4	  3.2 
18451	0	38	26.250	  7.1	  3.3 
18452	0	38	26.375	  7.9	  3.5 
18453	0	38	26.500	  7.9	  3.5 
18454	0	38	26.625	  7.5	  3.7 
18455	0	38	26.750	  8.0	  3.4 
18456	0	38	26.875	  8.0	  3.4 
18457	0	38	27.000	  8.5	  3.3 
18458	0	38	27.125	  8.8	  3.4 
18459	0	38	27.250	  8.3	  3.4 
18460	0	38	27.375	  8.2	  3.6 
18461	0	38	27.500	  7.5	  3.1 
18462	0	38	27.625	  7.3	  3.2 
18463	0	38	27.750	  7.7	  3.3 
18464	0	38	27.875	  8.7	  3.1 
18465	0	38	28.000	  7.7	  3.4 
18466	0	38	28.125	  7.5	  3.4 
18467	0	38	28.250	  7.4	  3.0 
18468	0	38	28.375	  8.1	  3.2 
18469	0	38	28.500	  7.5	  3.5 
18470	0	38	28.625	  7.5	  3.5 
18471	0	38	28.750	  7.7	  3.7 
18472	0	38	28.875	  7.0	  3.6 
18473	0	38	29.000	  6.4	  3.5 
18474	0	38	29.125	  6.7	  3.1 
18475	0	38	29.250	  6.9	  3.5 
18476	0	38	29.375	  6.7	  3.3 
18477	0	38	29.500	  7.0	  3.4 
18478	0	38	29.625	  7.1	  3.2 
18479	0	38	29.750	  7.0	  3.3 
18480	0	38	29.875	  6.7	  3.1 
18481	0	38	30.000	  7.1	  3.1 
18482	0	38	30.125	  7.8	  3.2 
18483	0	38	30.250	  8.2	  3.2 
18484	0	38	30.375	  8.6	  3.5 
18485	0	38	30.500	  7.9	  3.7 
18486	0	38	30.625	  7.3	  3.4 
18487	0	38	30.750	  6.5	  3.5 
18488	0	38	30.875	  7.0	  3.3 
18489	0	38	31.000	  7.8	  3.2 
18490	0	38	31.125	  8.0	  3.3 
18491	0	38	31.250	  7.8	  3.5 
18492	0	38	31.375	  7.6	  3.0 
18493	0	38	31.500	  7.4	  3.2 
18494	0	38	31.625	  7.4	  3.2 
18495	0	38	31.750	  7.2	  3.3 
18496	0	38	31.875	  8.1	  3.8 
18497	0	38	32.000	  7.6	  3.2 
18498	0	38	32.125	  7.3	  3.2 
18499	0	38	32.250	  7.0	  3.4 
18500	0	38	32.375	  6.9	  3.6 
18501	0	38	32.500	  7.2	  3.4 
18502	0	38	32.625	  7.3	  3.2 
18503	0	38	32.750	  6.8	  3.8 
18504	0	38	32.875	  7.0	  3.9 
18505	0	38	33.000	  7.0	  3.8 
18506	0	38	33.125	  7.0	  3.2 
18507	0	38	33.250	  6.3	  3.3 
18508	0	38	33.375	  6.2	  3.4 
18509	0	38	33.500	  6.6	  3.7 
18510	0	38	33.625	  7.0	  3.9 
18511	0	38	33.750	  6.6	  4.0 
18512	0	38	33.875	  6.1	  4.0 
18513	0	38	34.000	  6.4	  4.6 
18514	0	38	34.125	  6.4	  5.1 
18515	0	38	34.250	  6.8	  7.0 
18516	0	38	34.375	  7.3	  4.9 
18517	0	38	34.500	  7.2	  4.3 
18518	0	38	34.625	  8.2	  3.8 
18519	0	38	34.750	  7.8	  3.6 
18520	0	38	34.875	  7.4	  3.3 
18521	0	38	35.000	  7.3	  3.5 
18522	0	38	35.125	  7.8	  3.2 
18523	0	38	35.250	  8.1	  3.2 
18524	0	38	35.375	  7.9	  3.1 
18525	0	38	35.500	  7.6	  3.3 
18526	0	38	35.625	  7.7	  3.3 
18527	0	38	35.750	  7.3	  3.5 
18528	0	38	35.875	  7.4	  2.9 
18529	0	38	36.000	  7.3	  2.9 
18530	0	38	36.125	  7.1	  3.6 
18531	0	38	36.250	  7.0	  3.7 
18532	0	38	36.375	  6.9	  3.7 
18533	0	38	36.500	  6.7	  3.8 
18534	0	38	36.625	  6.9	  3.8 
18535	0	38	36.750	  6.8	  3.6 
18536	0	38	36.875	  6.4	  3.7 
18537	0	38	37.000	  6.5	  3.8 
18538	0	38	37.125	  6.4	  3.7 
18539	0	38	37.250	  7.2	  3.9 
18540	0	38	37.375	  7.0	  3.4 
18541	0	38	37.500	  6.8	  3.5 
18542	0	38	37.625	  7.3	  3.5 
18543	0	38	37.750	  6.6	  3.5 
18544	0	38	37.875	  6.2	  3.2 
18545	0	38	38.000	  6.6	  3.1 
18546	0	38	38.125	  6.1	  2.7 
18547	0	38	38.250	  6.7	  3.2 
18548	0	38	38.375	  6.8	  3.4 
18549	0	38	38.500	  6.4	  3.2 
18550	0	38	38.625	  6.8	  3.3 
18551	0	38	38.750	  6.7	  3.4 
18552	0	38	38.875	  7.2	  3.5 
18553	0	38	39.000	  7.0	  3.4 
18554	0	38	39.125	  7.2	  3.5 
18555	0	38	39.250	  7.9	  3.6 
18556	0	38	39.375	  7.4	  3.7 
18557	0	38	39.500	  7.7	  3.3 
18558	0	38	39.625	  7.1	  3.0 
18559	0	38	39.750	  6.5	  3.2 
18560	0	38	39.875	  5.7	  3.2 
18561	0	38	40.000	  6.2	  3.3 
18562	0	38	40.125	  6.7	  3.4 
18563	0	38	40.250	  8.1	  3.4 
18564	0	38	40.375	  8.2	  3.6 
18565	0	38	40.500	  7.2	  3.2 
18566	0	38	40.625	  7.5	  2.8 
18567	0	38	40.750	  7.6	  3.4 
18568	0	38	40.875	  7.5	  3.6 
18569	0	38	41.000	  7.1	  3.6 
18570	0	38	41.125	  6.5	  3.7 
18571	0	38	41.250	  6.8	  3.7 
18572	0	38	41.375	  6.4	  3.5 
18573	0	38	41.500	  6.6	  3.2 
18574	0	38	41.625	  7.2	  2.7 
18575	0	38	41.750	  7.9	  2.9 
18576	0	38	41.875	  8.3	  2.9 
18577	0	38	42.000	  8.6	  3.5 
18578	0	38	42.125	  8.3	  4.1 
18579	0	38	42.250	  7.8	  3.9 
18580	0	38	42.375	  7.7	  3.4 
18581	0	38	42.500	  7.6	  3.3 
18582	0	38	42.625	  7.5	  3.3 
18583	0	38	42.750	  7.1	  3.5 
18584	0	38	42.875	  6.9	  3.5 
18585	0	38	43.000	  6.9	  3.3 
18586	0	38	43.125	  7.3	  3.1 
18587	0	38	43.250	  7.6	  3.8 
18588	0	38	43.375	 13.2	  6.1 
18589	0	38	43.500	 13.5	  6.5 
18590	0	38	43.625	 12.5	  5.8 
18591	0	38	43.750	 10.4	  4.2 
18592	0	38	43.875	  8.1	  3.5 
18593	0	38	44.000	  7.9	  3.7 
18594	0	38	44.125	  7.8	  3.5 
18595	0	38	44.250	  8.1	  3.8 
18596	0	38	44.375	  7.9	  3.6 
18597	0	38	44.500	  6.9	  3.3 
18598	0	38	44.625	  6.9	  3.5 
18599	0	38	44.750	  7.4	  3.3 
18600	0	38	44.875	  7.5	  3.0 
18601	0	38	45.000	  6.9	  3.1 
18602	0	38	45.125	  6.8	  3.2 
18603	0	38	45.250	  7.8	  3.0 
18604	0	38	45.375	  7.8	  3.2 
18605	0	38	45.500	  7.9	  3.8 
18606	0	38	45.625	  8.2	  4.0 
18607	0	38	45.750	  8.0	  3.6 
18608	0	38	45.875	  7.5	  3.5 
18609	0	38	46.000	  7.3	  3.9 
18610	0	38	46.125	  7.7	  3.8 
18611	0	38	46.250	  7.6	  3.4 
18612	0	38	46.375	  7.8	  3.3 
18613	0	38	46.500	  7.7	  3.2 
18614	0	38	46.625	  7.6	  3.2 
18615	0	38	46.750	  7.9	  3.2 
18616	0	38	46.875	  8.0	  3.3 
18617	0	38	47.000	  8.0	  3.4 
18618	0	38	47.125	  7.5	  3.7 
18619	0	38	47.250	  6.9	  3.4 
18620	0	38	47.375	  6.3	  3.2 
18621	0	38	47.500	  6.2	  3.4 
18622	0	38	47.625	  6.5	  3.5 
18623	0	38	47.750	  6.9	  3.5 
18624	0	38	47.875	  6.5	  3.4 
18625	0	38	48.000	  6.7	  2.9 
18626	0	38	48.125	  7.0	  3.2 
18627	0	38	48.250	  7.5	  3.7 
18628	0	38	48.375	  8.4	  4.5 
18629	0	38	48.500	  8.9	  5.2 
18630	0	38	48.625	  8.9	  5.2 
18631	0	38	48.750	  8.0	  4.8 
18632	0	38	48.875	  7.2	  4.6 
18633	0	38	49.000	  6.9	  3.5 
18634	0	38	49.125	  7.1	  3.0 
18635	0	38	49.250	  6.3	  3.1 
18636	0	38	49.375	  7.3	  3.1 
18637	0	38	49.500	  6.9	  3.5 
18638	0	38	49.625	  6.5	  3.5 
18639	0	38	49.750	  6.5	  3.3 
18640	0	38	49.875	  6.9	  3.1 
18641	0	38	50.000	  7.0	  3.2 
18642	0	38	50.125	  6.9	  2.7 
18643	0	38	50.250	  7.2	  2.9 
18644	0	38	50.375	  7.4	  3.4 
18645	0	38	50.500	  6.9	  3.7 
18646	0	38	50.625	  7.1	  3.8 
18647	0	38	50.750	  6.7	  3.9 
18648	0	38	50.875	  6.3	  3.9 
18649	0	38	51.000	  6.6	  3.8 
18650	0	38	51.125	  6.8	  3.8 
18651	0	38	51.250	  7.8	  4.0 
18652	0	38	51.375	  7.1	  4.3 
18653	0	38	51.500	  7.4	  3.6 
18654	0	38	51.625	  7.0	  3.9 
18655	0	38	51.750	  7.2	  3.5 
18656	0	38	51.875	  7.5	  3.1 
18657	0	38	52.000	  8.7	  3.1 
18658	0	38	52.125	  7.3	  3.6 
18659	0	38	52.250	  6.5	  3.4 
18660	0	38	52.375	  6.3	  3.5 
18661	0	38	52.500	  6.4	  3.4 
18662	0	38	52.625	  7.2	  3.4 
18663	0	38	52.750	  7.4	  3.1 
18664	0	38	52.875	  7.3	  3.3 
18665	0	38	53.000	  7.2	  3.9 
18666	0	38	53.125	  7.3	  3.6 
18667	0	38	53.250	  7.6	  3.3 
18668	0	38	53.375	  7.2	  3.4 
18669	0	38	53.500	  6.8	  3.2 
18670	0	38	53.625	  7.5	  3.0 
18671	0	38	53.750	  7.5	  3.5 
18672	0	38	53.875	  7.4	  3.8 
18673	0	38	54.000	  7.1	  3.6 
18674	0	38	54.125	  7.2	  3.4 
18675	0	38	54.250	  7.6	  3.2 
18676	0	38	54.375	  7.4	  3.4 
18677	0	38	54.500	  7.5	  3.4 
18678	0	38	54.625	  6.8	  3.4 
18679	0	38	54.750	  7.0	  3.2 
18680	0	38	54.875	  7.6	  3.2 
18681	0	38	55.000	  7.3	  3.1 
18682	0	38	55.125	  6.9	  3.0 
18683	0	38	55.250	  6.8	  2.9 
18684	0	38	55.375	  7.6	  3.5 
18685	0	38	55.500	  7.6	  3.3 
18686	0	38	55.625	  8.1	  2.9 
18687	0	38	55.750	  7.3	  3.5 
18688	0	38	55.875	  7.9	  3.5 
18689	0	38	56.000	  7.8	  3.5 
18690	0	38	56.125	  7.4	  3.0 
18691	0	38	56.250	  7.2	  3.1 
18692	0	38	56.375	  6.8	  3.2 
18693	0	38	56.500	  7.0	  3.2 
18694	0	38	56.625	  6.9	  3.2 
18695	0	38	56.750	  7.1	  3.3 
18696	0	38	56.875	  6.8	  3.4 
18697	0	38	57.000	  7.1	  3.5 
18698	0	38	57.125	  6.9	  3.3 
18699	0	38	57.250	  7.0	  3.8 
18700	0	38	57.375	  6.6	  3.9 
18701	0	38	57.500	  6.8	  3.0 
18702	0	38	57.625	  7.1	  3.3 
18703	0	38	57.750	  7.6	  3.7 
18704	0	38	57.875	  6.5	  3.2 
18705	0	38	58.000	  6.5	  3.1 
18706	0	38	58.125	  6.7	  3.2 
18707	0	38	58.250	  6.4	  3.3 
18708	0	38	58.375	  6.2	  3.2 
18709	0	38	58.500	  6.2	  2.7 
18710	0	38	58.625	  6.3	  3.0 
18711	0	38	58.750	  6.2	  3.0 
18712	0	38	58.875	  6.5	  3.3 
18713	0	38	59.000	  6.5	  3.6 
18714	0	38	59.125	  5.9	  3.4 
18715	0	38	59.250	  6.5	  3.3 
18716	0	38	59.375	  6.7	  3.4 
18717	0	38	59.500	  6.9	  3.5 
18718	0	38	59.625	  7.0	  3.0 
18719	0	38	59.750	  5.9	  3.2 
18720	0	38	59.875	  5.6	  3.2 
18721	0	39	0.000	  5.9	  3.8 
18722	0	39	0.125	  6.4	  3.6 
18723	0	39	0.250	  6.6	  3.4 
18724	0	39	0.375	  6.6	  3.3 
18725	0	39	0.500	  6.6	  3.1 
18726	0	39	0.625	  6.8	  3.0 
18727	0	39	0.750	  7.0	  3.5 
18728	0	39	0.875	  6.7	  3.5 
18729	0	39	1.000	  6.4	  3.7 
18730	0	39	1.125	  6.2	  3.6 
18731	0	39	1.250	  6.2	  3.6 
18732	0	39	1.375	  6.1	  3.2 
18733	0	39	1.500	  6.3	  3.6 
18734	0	39	1.625	  5.9	  3.4 
18735	0	39	1.750	  5.7	  3.4 
18736	0	39	1.875	  5.8	  3.6 
18737	0	39	2.000	  5.8	  3.8 
18738	0	39	2.125	  5.7	  3.8 
18739	0	39	2.250	  6.2	  3.6 
18740	0	39	2.375	  6.6	  3.4 
18741	0	39	2.500	  6.8	  3.2 
18742	0	39	2.625	  6.2	  3.4 
18743	0	39	2.750	  5.9	  3.3 
18744	0	39	2.875	  5.9	  3.3 
18745	0	39	3.000	  6.0	  3.3 
18746	0	39	3.125	  6.5	  3.1 
18747	0	39	3.250	  6.8	  3.3 
18748	0	39	3.375	  6.3	  3.3 
18749	0	39	3.500	  6.8	  3.3 
18750	0	39	3.625	  6.3	  3.5 
18751	0	39	3.750	  6.5	  3.4 
18752	0	39	3.875	  6.4	  3.2 
18753	0	39	4.000	  6.7	  2.7 
18754	0	39	4.125	  7.3	  3.2 
18755	0	39	4.250	  6.2	  3.2 
18756	0	39	4.375	  6.0	  3.7 
18757	0	39	4.500	  6.1	  3.4 
18758	0	39	4.625	  6.6	  3.4 
18759	0	39	4.750	  7.0	  3.3 
18760	0	39	4.875	  7.5	  3.5 
18761	0	39	5.000	  7.2	  3.5 
18762	0	39	5.125	  5.9	  3.6 
18763	0	39	5.250	  6.3	  3.4 
18764	0	39	5.375	  6.2	  3.3 
18765	0	39	5.500	  6.4	  3.1 
18766	0	39	5.625	  6.3	  3.4 
18767	0	39	5.750	  6.6	  3.9 
18768	0	39	5.875	  6.5	  4.1 
18769	0	39	6.000	  6.4	  4.6 
18770	0	39	6.125	  6.9	  4.2 
18771	0	39	6.250	  7.3	  3.8 
18772	0	39	6.375	  6.7	  3.4 
18773	0	39	6.500	  6.1	  3.3 
18774	0	39	6.625	  6.2	  3.4 
18775	0	39	6.750	  6.2	  3.3 
18776	0	39	6.875	  6.3	  4.1 
18777	0	39	7.000	  6.5	  4.3 
18778	0	39	7.125	  6.1	  4.3 
18779	0	39	7.250	  6.3	  3.2 
18780	0	39	7.375	  6.4	  3.6 
18781	0	39	7.500	  6.7	  4.3 
18782	0	39	7.625	  6.7	  5.2 
18783	0	39	7.750	  6.5	  4.9 
18784	0	39	7.875	  5.9	  4.6 
18785	0	39	8.000	  6.2	  5.1 
18786	0	39	8.125	  6.0	  4.4 
18787	0	39	8.250	  6.3	  3.8 
18788	0	39	8.375	  6.4	  3.5 
18789	0	39	8.500	  7.3	  3.2 
18790	0	39	8.625	  6.1	  3.2 
18791	0	39	8.750	  6.7	  3.4 
18792	0	39	8.875	  6.9	  3.6 
18793	0	39	9.000	  6.8	  3.1 
18794	0	39	9.125	  6.8	  3.1 
18795	0	39	9.250	  6.6	  2.7 
18796	0	39	9.375	  7.8	  3.6 
18797	0	39	9.500	  7.3	  3.5 
18798	0	39	9.625	  6.4	  3.5 
18799	0	39	9.750	  6.9	  3.1 
18800	0	39	9.875	  6.1	  3.1 
18801	0	39	10.000	  6.0	  2.8 
18802	0	39	10.125	  6.3	  3.0 
18803	0	39	10.250	  6.5	  3.0 
18804	0	39	10.375	  6.7	  3.0 
18805	0	39	10.500	  5.9	  3.4 
18806	0	39	10.625	  6.5	  3.6 
18807	0	39	10.750	  6.7	  3.6 
18808	0	39	10.875	  6.3	  4.0 
18809	0	39	11.000	  6.7	  3.7 
18810	0	39	11.125	  6.5	  3.3 
18811	0	39	11.250	  6.4	  3.2 
18812	0	39	11.375	  6.6	  2.9 
18813	0	39	11.500	  7.1	  2.9 
18814	0	39	11.625	  7.0	  3.2 
18815	0	39	11.750	  6.8	  3.3 
18816	0	39	11.875	  6.8	  3.2 
18817	0	39	12.000	  6.8	  3.6 
18818	0	39	12.125	  6.4	  3.5 
18819	0	39	12.250	  6.9	  3.7 
18820	0	39	12.375	  6.3	  3.7 
18821	0	39	12.500	  6.2	  3.8 
18822	0	39	12.625	  7.4	  3.7 
18823	0	39	12.750	  7.0	  3.7 
18824	0	39	12.875	  6.8	  3.7 
18825	0	39	13.000	  6.4	  3.5 
18826	0	39	13.125	  6.3	  3.2 
18827	0	39	13.250	  5.9	  3.3 
18828	0	39	13.375	  6.4	  3.6 
18829	0	39	13.500	  7.1	  3.7 
18830	0	39	13.625	  6.4	  3.6 
18831	0	39	13.750	  6.8	  3.2 
18832	0	39	13.875	  6.1	  3.2 
18833	0	39	14.000	  5.7	  3.4 
18834	0	39	14.125	  5.8	  3.2 
18835	0	39	14.250	  6.2	  3.3 
18836	0	39	14.375	  6.3	  3.2 
18837	0	39	14.500	  6.1	  3.1 
18838	0	39	14.625	  6.2	  3.6 
18839	0	39	14.750	  6.1	  3.5 
18840	0	39	14.875	  6.2	  3.4 
18841	0	39	15.000	  6.1	  3.5 
18842	0	39	15.125	  6.2	  3.5 
18843	0	39	15.250	  6.2	  3.4 
18844	0	39	15.375	  6.5	  4.0 
18845	0	39	15.500	  6.9	  3.4 
18846	0	39	15.625	  6.8	  2.6 
18847	0	39	15.750	  7.1	  2.8 
18848	0	39	15.875	  6.5	  3.1 
18849	0	39	16.000	  6.4	  3.1 
18850	0	39	16.125	  6.9	  3.1 
18851	0	39	16.250	  7.1	  3.5 
18852	0	39	16.375	  6.3	  3.2 
18853	0	39	16.500	  6.6	  3.5 
18854	0	39	16.625	  6.5	  3.6 
18855	0	39	16.750	  6.8	  5.3 
18856	0	39	16.875	  7.0	  7.6 
18857	0	39	17.000	  6.4	  6.1 
18858	0	39	17.125	  6.0	  5.8 
18859	0	39	17.250	  6.5	  5.4 
18860	0	39	17.375	  6.7	  5.1 
18861	0	39	17.500	  7.3	  4.9 
18862	0	39	17.625	  6.9	  4.4 
18863	0	39	17.750	  6.5	  3.8 
18864	0	39	17.875	  6.4	  3.2 
18865	0	39	18.000	  6.8	  4.2 
18866	0	39	18.125	  6.9	  3.8 
18867	0	39	18.250	  6.8	  3.8 
18868	0	39	18.375	  7.0	  3.7 
18869	0	39	18.500	  7.1	  3.6 
18870	0	39	18.625	  6.7	  3.9 
18871	0	39	18.750	  7.9	  3.4 
18872	0	39	18.875	  7.4	  3.1 
18873	0	39	19.000	  6.8	  3.7 
18874	0	39	19.125	  6.2	  3.4 
18875	0	39	19.250	  6.2	  3.2 
18876	0	39	19.375	  6.0	  2.8 
18877	0	39	19.500	  6.7	  3.5 
18878	0	39	19.625	  6.6	  3.9 
18879	0	39	19.750	  6.5	  3.9 
18880	0	39	19.875	  6.9	  3.0 
18881	0	39	20.000	  6.7	  2.9 
18882	0	39	20.125	  7.3	  3.3 
18883	0	39	20.250	  7.4	  3.3 
18884	0	39	20.375	  6.9	  3.3 
18885	0	39	20.500	  7.0	  3.4 
18886	0	39	20.625	  7.5	  3.0 
18887	0	39	20.750	  7.1	  3.3 
18888	0	39	20.875	  7.3	  3.1 
18889	0	39	21.000	  7.1	  3.0 
18890	0	39	21.125	  7.7	  3.0 
18891	0	39	21.250	  7.3	  3.3 
18892	0	39	21.375	  7.5	  3.5 
18893	0	39	21.500	  7.1	  3.8 
18894	0	39	21.625	  6.6	  3.7 
18895	0	39	21.750	  6.5	  3.4 
18896	0	39	21.875	  6.3	  3.9 
18897	0	39	22.000	  6.4	  3.7 
18898	0	39	22.125	  6.2	  3.5 
18899	0	39	22.250	  6.3	  3.4 
18900	0	39	22.375	  6.4	  3.4 
18901	0	39	22.500	  7.1	  3.5 
18902	0	39	22.625	  7.9	  3.2 
18903	0	39	22.750	  6.9	  3.2 
18904	0	39	22.875	  6.6	  3.1 
18905	0	39	23.000	  6.8	  3.0 
18906	0	39	23.125	  6.8	  3.1 
18907	0	39	23.250	  6.6	  2.9 
18908	0	39	23.375	  6.5	  3.2 
18909	0	39	23.500	  6.4	  3.6 
18910	0	39	23.625	  6.7	  3.4 
18911	0	39	23.750	  6.8	  3.5 
18912	0	39	23.875	  6.5	  3.4 
18913	0	39	24.000	  6.1	  3.8 
18914	0	39	24.125	  6.6	  4.0 
18915	0	39	24.250	  6.3	  3.7 
18916	0	39	24.375	  7.0	  3.3 
18917	0	39	24.500	  7.2	  3.1 
18918	0	39	24.625	  7.1	  3.0 
18919	0	39	24.750	  6.2	  3.4 
18920	0	39	24.875	  6.3	  3.2 
18921	0	39	25.000	  6.4	  3.5 
18922	0	39	25.125	  6.3	  3.5 
18923	0	39	25.250	  6.4	  3.0 
18924	0	39	25.375	  6.7	  3.1 
18925	0	39	25.500	  6.7	  3.1 
18926	0	39	25.625	  6.8	  2.9 
18927	0	39	25.750	  6.8	  3.0 
18928	0	39	25.875	  7.2	  3.2 
18929	0	39	26.000	  6.9	  3.5 
18930	0	39	26.125	  6.7	  2.8 
18931	0	39	26.250	  6.3	  3.0 
18932	0	39	26.375	  5.9	  3.1 
18933	0	39	26.500	  6.1	  3.4 
18934	0	39	26.625	  6.1	  3.2 
18935	0	39	26.750	  6.1	  3.5 
18936	0	39	26.875	  6.1	  3.7 
18937	0	39	27.000	  6.4	  3.4 
18938	0	39	27.125	  6.4	  3.8 
18939	0	39	27.250	  6.2	  3.2 
18940	0	39	27.375	  6.6	  3.0 
18941	0	39	27.500	  6.6	  3.1 
18942	0	39	27.625	  6.7	  3.3 
18943	0	39	27.750	  7.0	  3.2 
18944	0	39	27.875	  6.9	  3.1 
18945	0	39	28.000	  9.9	  3.8 
18946	0	39	28.125	 12.9	  4.5 
18947	0	39	28.250	 11.6	  4.7 
18948	0	39	28.375	 10.9	  4.1 
18949	0	39	28.500	  9.5	  3.5 
