              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:  
Subject No:  
Date of Birth:  
Subject Address:  
Operator:   
Date: 11:05:31 (30/4/2012) 
DRT4 Serial Number: #3021 
Comment:  
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   8/sec 
Time Constant: off 
Time Offset: 0.062 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
5259	0	10	57.250	  0.0	  5.5 
5260	0	10	57.375	  0.0	  5.4 
5261	0	10	57.500	  0.0	  5.2 
5262	0	10	57.625	  0.0	  5.1 
5263	0	10	57.750	  0.0	  7.1 
5264	0	10	57.875	  0.0	  8.6 
5265	0	10	58.000	  0.0	  7.3 
5266	0	10	58.125	  0.0	  6.2 
5267	0	10	58.250	  0.0	  6.0 
5268	0	10	58.375	  0.0	  5.8 
5269	0	10	58.500	  0.0	  5.0 
5270	0	10	58.625	  0.0	  4.4 
5271	0	10	58.750	  0.0	  6.0 
5272	0	10	58.875	  0.0	  7.2 
5273	0	10	59.000	  0.0	  6.2 
5274	0	10	59.125	  0.0	  5.9 
5275	0	10	59.250	  0.0	  6.1 
5276	0	10	59.375	  0.0	  5.0 
5277	0	10	59.500	  0.0	  4.8 
5278	0	10	59.625	  0.0	  4.7 
5279	0	10	59.750	  0.0	  5.4 
5280	0	10	59.875	  0.0	  7.7 
5281	0	11	0.000	  0.0	  6.8 
5282	0	11	0.125	  0.0	  5.6 
5283	0	11	0.250	  0.0	  6.1 
5284	0	11	0.375	  0.0	  6.4 
5285	0	11	0.500	  0.0	  5.4 
5286	0	11	0.625	  0.0	  5.0 
5287	0	11	0.750	  0.0	  5.1 
5288	0	11	0.875	  0.0	  8.6 
5289	0	11	1.000	  0.0	  7.7 
5290	0	11	1.125	  0.0	  6.1 
5291	0	11	1.250	  0.0	  5.4 
5292	0	11	1.375	  0.0	  5.4 
5293	0	11	1.500	  0.0	  5.5 
5294	0	11	1.625	  0.0	  6.6 
5295	0	11	1.750	  0.0	  7.5 
5296	0	11	1.875	  0.0	  8.1 
5297	0	11	2.000	  0.0	  6.1 
5298	0	11	2.125	  0.0	  5.5 
5299	0	11	2.250	  0.0	  6.3 
5300	0	11	2.375	  0.0	  5.7 
5301	0	11	2.500	  0.0	  5.1 
5302	0	11	2.625	  0.0	  5.2 
5303	0	11	2.750	  0.0	  7.8 
5304	0	11	2.875	  0.0	  7.2 
5305	0	11	3.000	  0.0	  6.1 
5306	0	11	3.125	  0.0	  5.2 
5307	0	11	3.250	  0.0	  5.6 
5308	0	11	3.375	  0.0	  5.0 
5309	0	11	3.500	  0.0	  6.0 
5310	0	11	3.625	  0.0	  8.5 
5311	0	11	3.750	  0.0	  8.8 
5312	0	11	3.875	  0.0	  7.4 
5313	0	11	4.000	  0.0	  6.8 
5314	0	11	4.125	  0.0	  6.1 
5315	0	11	4.250	  0.0	  5.6 
5316	0	11	4.375	  0.0	  5.6 
5317	0	11	4.500	  0.0	  6.3 
5318	0	11	4.625	  0.0	  7.9 
5319	0	11	4.750	  0.0	  7.5 
5320	0	11	4.875	  0.0	  6.2 
5321	0	11	5.000	  0.0	  6.4 
5322	0	11	5.125	  0.0	  5.9 
5323	0	11	5.250	  0.0	  5.7 
5324	0	11	5.375	  0.0	  6.0 
5325	0	11	5.500	  0.0	  8.7 
5326	0	11	5.625	  0.0	  8.8 
5327	0	11	5.750	  0.0	  7.2 
5328	0	11	5.875	  0.0	  6.7 
5329	0	11	6.000	  0.0	  7.0 
5330	0	11	6.125	  0.0	  6.6 
5331	0	11	6.250	  0.0	  7.3 
5332	0	11	6.375	  0.0	  8.8 
5333	0	11	6.500	  0.0	 10.9 
5334	0	11	6.625	  0.0	 10.2 
5335	0	11	6.750	  0.0	  7.8 
5336	0	11	6.875	  0.0	  7.8 
5337	0	11	7.000	  0.0	  7.2 
5338	0	11	7.125	  0.0	  6.2 
5339	0	11	7.250	  0.0	  6.4 
5340	0	11	7.375	  0.0	  9.3 
5341	0	11	7.500	  0.0	 11.1 
5342	0	11	7.625	  0.0	  9.5 
5343	0	11	7.750	  0.0	  8.0 
5344	0	11	7.875	  0.0	  7.9 
5345	0	11	8.000	  0.0	  7.0 
5346	0	11	8.125	  0.0	  7.2 
5347	0	11	8.250	  0.0	  6.6 
5348	0	11	8.375	  0.0	 10.1 
5349	0	11	8.500	  0.0	 10.2 
5350	0	11	8.625	  0.0	  9.1 
5351	0	11	8.750	  0.0	  7.7 
5352	0	11	8.875	  0.0	  7.4 
5353	0	11	9.000	  0.0	  7.2 
5354	0	11	9.125	  0.0	  6.6 
5355	0	11	9.250	  0.0	  7.3 
5356	0	11	9.375	  0.0	 10.0 
5357	0	11	9.500	  0.0	  9.5 
5358	0	11	9.625	  0.0	  8.5 
5359	0	11	9.750	  0.0	  7.9 
5360	0	11	9.875	  0.0	  7.4 
5361	0	11	10.000	  0.0	  7.5 
5362	0	11	10.125	  0.0	  7.0 
5363	0	11	10.250	  0.0	  7.9 
5364	0	11	10.375	  0.0	 10.7 
5365	0	11	10.500	  0.0	 10.2 
5366	0	11	10.625	  0.0	 10.2 
5367	0	11	10.750	  0.0	 10.1 
5368	0	11	10.875	  0.0	  7.9 
5369	0	11	11.000	  0.0	  6.6 
5370	0	11	11.125	  0.0	  6.1 
5371	0	11	11.250	  0.0	  8.7 
5372	0	11	11.375	  0.0	 11.1 
5373	0	11	11.500	  0.0	  9.7 
5374	0	11	11.625	  0.0	  9.0 
5375	0	11	11.750	  0.0	  7.5 
5376	0	11	11.875	  0.0	  6.7 
5377	0	11	12.000	  0.0	  6.3 
5378	0	11	12.125	  0.0	  9.7 
5379	0	11	12.250	  0.0	 12.4 
5380	0	11	12.375	  0.0	 10.5 
5381	0	11	12.500	  0.0	  9.1 
5382	0	11	12.625	  0.0	  8.6 
5383	0	11	12.750	  0.0	  7.7 
5384	0	11	12.875	  0.0	  6.9 
5385	0	11	13.000	  0.0	  7.0 
5386	0	11	13.125	  0.0	 10.4 
5387	0	11	13.250	  0.0	 11.2 
5388	0	11	13.375	  0.0	 10.4 
5389	0	11	13.500	  0.0	  9.5 
5390	0	11	13.625	  0.0	  8.3 
5391	0	11	13.750	  0.0	  7.4 
5392	0	11	13.875	  0.0	  7.9 
5393	0	11	14.000	  0.0	 10.9 
5394	0	11	14.125	  0.0	 11.9 
5395	0	11	14.250	  0.0	  9.2 
5396	0	11	14.375	  0.0	  7.3 
5397	0	11	14.500	  0.0	  7.3 
5398	0	11	14.625	  0.0	  6.3 
5399	0	11	14.750	  0.0	  6.0 
5400	0	11	14.875	  0.0	 10.1 
5401	0	11	15.000	  0.0	 11.2 
5402	0	11	15.125	  0.0	  9.3 
5403	0	11	15.250	  0.0	  8.3 
5404	0	11	15.375	  0.0	  7.2 
5405	0	11	15.500	  0.0	  6.7 
5406	0	11	15.625	  0.0	  6.6 
5407	0	11	15.750	  0.0	  9.1 
5408	0	11	15.875	  0.0	  9.7 
5409	0	11	16.000	  0.0	  8.2 
5410	0	11	16.125	  0.0	  7.2 
5411	0	11	16.250	  0.0	  7.1 
5412	0	11	16.375	  0.0	  6.0 
5413	0	11	16.500	  0.0	  7.7 
5414	0	11	16.625	  0.0	 13.0 
5415	0	11	16.750	  0.0	 12.2 
5416	0	11	16.875	  0.0	  9.0 
5417	0	11	17.000	  0.0	  7.3 
5418	0	11	17.125	  0.0	  6.7 
5419	0	11	17.250	  0.0	  5.9 
5420	0	11	17.375	  0.0	  6.1 
5421	0	11	17.500	  0.0	  9.4 
5422	0	11	17.625	  0.0	  9.0 
5423	0	11	17.750	  0.0	  8.0 
5424	0	11	17.875	  0.0	  7.4 
5425	0	11	18.000	  0.0	  6.4 
5426	0	11	18.125	  0.0	  6.1 
5427	0	11	18.250	  0.0	  5.9 
5428	0	11	18.375	  0.0	  9.3 
5429	0	11	18.500	  0.0	 10.0 
5430	0	11	18.625	  0.0	  8.3 
5431	0	11	18.750	  0.0	  7.3 
5432	0	11	18.875	  0.0	  6.9 
5433	0	11	19.000	  0.0	  6.4 
5434	0	11	19.125	  0.0	  6.3 
5435	0	11	19.250	  0.0	  9.3 
5436	0	11	19.375	  0.0	 11.7 
5437	0	11	19.500	  0.0	 10.7 
5438	0	11	19.625	  0.0	  9.4 
5439	0	11	19.750	  0.0	  9.0 
5440	0	11	19.875	  0.0	  7.7 
5441	0	11	20.000	  0.0	  6.3 
5442	0	11	20.125	  0.0	  9.0 
5443	0	11	20.250	  0.0	 11.9 
5444	0	11	20.375	  0.0	 10.0 
5445	0	11	20.500	  0.0	  8.1 
5446	0	11	20.625	  0.0	  8.2 
5447	0	11	20.750	  0.0	  7.5 
5448	0	11	20.875	  0.0	  6.9 
5449	0	11	21.000	  0.0	  5.9 
5450	0	11	21.125	  0.0	  9.1 
5451	0	11	21.250	  0.0	 10.9 
5452	0	11	21.375	  0.0	  8.9 
5453	0	11	21.500	  0.0	  7.8 
5454	0	11	21.625	  0.0	  6.9 
5455	0	11	21.750	  0.0	  7.2 
5456	0	11	21.875	  0.0	  7.5 
5457	0	11	22.000	  0.0	  8.1 
5458	0	11	22.125	  0.0	 10.8 
5459	0	11	22.250	  0.0	 14.8 
5460	0	11	22.375	  0.0	 22.6 
5461	0	11	22.500	  0.0	 27.2 
5462	0	11	22.625	  0.0	 23.4 
5463	0	11	22.750	  0.0	 19.6 
5464	0	11	22.875	  0.0	 14.5 
5465	0	11	23.000	  0.0	 18.0 
5466	0	11	23.125	  0.0	 19.7 
5467	0	11	23.250	  0.0	 15.6 
5468	0	11	23.375	  0.0	 12.3 
5469	0	11	23.500	  0.0	 10.0 
5470	0	11	23.625	  0.0	 11.0 
5471	0	11	23.750	  0.0	  8.7 
5472	0	11	23.875	  0.0	  8.0 
5473	0	11	24.000	  0.0	  8.8 
5474	0	11	24.125	  0.0	 11.9 
5475	0	11	24.250	  0.0	 10.9 
5476	0	11	24.375	  0.0	  8.5 
5477	0	11	24.500	  0.0	  7.0 
5478	0	11	24.625	  0.0	  7.0 
5479	0	11	24.750	  0.0	  6.4 
5480	0	11	24.875	  0.0	  5.9 
5481	0	11	25.000	  0.0	  6.9 
5482	0	11	25.125	  0.0	 11.8 
5483	0	11	25.250	  0.0	  9.7 
5484	0	11	25.375	  0.0	  8.6 
5485	0	11	25.500	  0.0	  9.7 
5486	0	11	25.625	  0.0	  7.9 
5487	0	11	25.750	  0.0	  7.8 
5488	0	11	25.875	  0.0	  7.6 
5489	0	11	26.000	  0.0	 11.0 
5490	0	11	26.125	  0.0	 10.2 
5491	0	11	26.250	  0.0	  8.7 
5492	0	11	26.375	  0.0	  7.9 
5493	0	11	26.500	  0.0	  7.0 
5494	0	11	26.625	  0.0	  5.8 
5495	0	11	26.750	  0.0	  5.3 
5496	0	11	26.875	  0.0	  8.6 
5497	0	11	27.000	  0.0	  8.7 
5498	0	11	27.125	  0.0	  7.3 
5499	0	11	27.250	  0.0	  6.0 
5500	0	11	27.375	  0.0	  6.2 
5501	0	11	27.500	  0.0	  6.5 
5502	0	11	27.625	  0.0	  6.5 
5503	0	11	27.750	  0.0	  8.2 
5504	0	11	27.875	  0.0	  8.6 
5505	0	11	28.000	  0.0	  7.8 
5506	0	11	28.125	  0.0	  6.2 
5507	0	11	28.250	  0.0	  6.8 
5508	0	11	28.375	  0.0	  6.4 
5509	0	11	28.500	  0.0	  5.7 
5510	0	11	28.625	  0.0	  6.4 
5511	0	11	28.750	  0.0	  8.9 
5512	0	11	28.875	  0.0	  8.2 
5513	0	11	29.000	  0.0	  6.0 
5514	0	11	29.125	  0.0	  6.1 
5515	0	11	29.250	  0.0	  6.4 
5516	0	11	29.375	  0.0	  5.7 
5517	0	11	29.500	  0.0	  6.4 
5518	0	11	29.625	  0.0	  8.4 
5519	0	11	29.750	  0.0	  9.0 
5520	0	11	29.875	  0.0	  6.8 
5521	0	11	30.000	  0.0	  6.9 
5522	0	11	30.125	  0.0	  6.9 
5523	0	11	30.250	  0.0	  6.5 
5524	0	11	30.375	  0.0	  7.0 
5525	0	11	30.500	  0.0	  9.3 
5526	0	11	30.625	  0.0	  9.6 
5527	0	11	30.750	  0.0	  7.8 
5528	0	11	30.875	  0.0	  7.8 
5529	0	11	31.000	  0.0	  8.3 
5530	0	11	31.125	  0.0	  7.3 
5531	0	11	31.250	  0.0	  6.2 
5532	0	11	31.375	  0.0	  8.7 
5533	0	11	31.500	  0.0	 10.2 
5534	0	11	31.625	  0.0	  7.7 
5535	0	11	31.750	  0.0	  6.1 
5536	0	11	31.875	  0.0	  5.6 
5537	0	11	32.000	  0.0	  5.9 
5538	0	11	32.125	  0.0	  5.1 
5539	0	11	32.250	  0.0	  7.3 
5540	0	11	32.375	  0.0	  8.9 
5541	0	11	32.500	  0.0	  7.8 
5542	0	11	32.625	  0.0	  6.4 
5543	0	11	32.750	  0.0	  7.7 
5544	0	11	32.875	  0.0	  7.1 
5545	0	11	33.000	  0.0	  6.1 
5546	0	11	33.125	  0.0	  6.8 
5547	0	11	33.250	  0.0	  8.9 
5548	0	11	33.375	  0.0	  8.6 
5549	0	11	33.500	  0.0	  7.0 
5550	0	11	33.625	  0.0	  6.6 
5551	0	11	33.750	  0.0	  5.9 
5552	0	11	33.875	  0.0	  5.5 
5553	0	11	34.000	  0.0	  5.4 
5554	0	11	34.125	  0.0	  9.2 
5555	0	11	34.250	  0.0	 10.8 
5556	0	11	34.375	  0.0	  9.4 
5557	0	11	34.500	  0.0	  9.2 
5558	0	11	34.625	  0.0	  7.9 
5559	0	11	34.750	  0.0	  7.2 
5560	0	11	34.875	  0.0	  5.8 
5561	0	11	35.000	  0.0	  5.4 
5562	0	11	35.125	  0.0	  8.7 
5563	0	11	35.250	  0.0	  8.3 
5564	0	11	35.375	  0.0	  7.1 
5565	0	11	35.500	  0.0	  6.3 
5566	0	11	35.625	  0.0	  6.3 
5567	0	11	35.750	  0.0	  5.9 
5568	0	11	35.875	  0.0	  5.2 
5569	0	11	36.000	  0.0	  6.5 
5570	0	11	36.125	  0.0	  9.0 
5571	0	11	36.250	  0.0	  8.8 
5572	0	11	36.375	  0.0	  8.8 
5573	0	11	36.500	  0.0	  8.2 
5574	0	11	36.625	  0.0	  6.4 
5575	0	11	36.750	  0.0	  5.3 
5576	0	11	36.875	  0.0	  6.8 
5577	0	11	37.000	  0.0	 10.8 
5578	0	11	37.125	  0.0	 10.2 
5579	0	11	37.250	  0.0	  8.6 
5580	0	11	37.375	  0.0	  7.7 
5581	0	11	37.500	  0.0	  7.0 
5582	0	11	37.625	  0.0	  6.3 
5583	0	11	37.750	  0.0	  6.5 
5584	0	11	37.875	  0.0	  9.0 
5585	0	11	38.000	  0.0	  9.8 
5586	0	11	38.125	  0.0	  8.1 
5587	0	11	38.250	  0.0	  7.1 
5588	0	11	38.375	  0.0	  6.4 
5589	0	11	38.500	  0.0	  6.3 
5590	0	11	38.625	  0.0	  5.4 
5591	0	11	38.750	  0.0	  5.7 
5592	0	11	38.875	  0.0	  8.7 
5593	0	11	39.000	  0.0	  8.5 
5594	0	11	39.125	  0.0	  7.6 
5595	0	11	39.250	  0.0	  6.3 
5596	0	11	39.375	  0.0	  5.8 
5597	0	11	39.500	  0.0	  6.5 
5598	0	11	39.625	  0.0	  6.4 
5599	0	11	39.750	  0.0	  6.7 
5600	0	11	39.875	  0.0	  8.9 
5601	0	11	40.000	  0.0	  8.4 
5602	0	11	40.125	  0.0	  8.2 
5603	0	11	40.250	  0.0	  8.2 
5604	0	11	40.375	  0.0	  6.3 
5605	0	11	40.500	  0.0	  5.5 
5606	0	11	40.625	  0.0	  5.3 
5607	0	11	40.750	  0.0	  7.3 
5608	0	11	40.875	  0.0	  8.5 
5609	0	11	41.000	  0.0	  8.2 
5610	0	11	41.125	  0.0	  7.2 
5611	0	11	41.250	  0.0	  6.5 
5612	0	11	41.375	  0.0	  5.3 
5613	0	11	41.500	  0.0	  7.2 
5614	0	11	41.625	  0.0	 18.8 
5615	0	11	41.750	  0.0	 17.0 
5616	0	11	41.875	  0.0	 17.9 
5617	0	11	42.000	  0.0	 23.3 
5618	0	11	42.125	  0.0	 22.8 
5619	0	11	42.250	  0.0	 20.4 
5620	0	11	42.375	  0.0	 16.9 
5621	0	11	42.500	  0.0	 12.5 
5622	0	11	42.625	  0.0	  9.3 
5623	0	11	42.750	  0.0	  7.0 
5624	0	11	42.875	  0.0	  6.8 
5625	0	11	43.000	  0.0	  9.3 
5626	0	11	43.125	  0.0	  9.6 
5627	0	11	43.250	  0.0	  8.0 
5628	0	11	43.375	  0.0	  6.6 
5629	0	11	43.500	  0.0	  6.2 
5630	0	11	43.625	  0.0	  7.0 
5631	0	11	43.750	  0.0	  5.4 
5632	0	11	43.875	  0.0	  5.2 
5633	0	11	44.000	  0.0	  7.9 
5634	0	11	44.125	  0.0	  8.6 
5635	0	11	44.250	  0.0	  7.6 
5636	0	11	44.375	  0.0	  6.7 
5637	0	11	44.500	  0.0	  6.1 
5638	0	11	44.625	  0.0	  6.8 
5639	0	11	44.750	  0.0	  7.6 
5640	0	11	44.875	  0.0	  6.4 
5641	0	11	45.000	  0.0	  8.3 
5642	0	11	45.125	  0.0	  9.1 
5643	0	11	45.250	  0.0	 10.1 
5644	0	11	45.375	  0.0	 11.1 
5645	0	11	45.500	  0.0	 10.9 
5646	0	11	45.625	  0.0	 10.1 
5647	0	11	45.750	  0.0	  7.9 
5648	0	11	45.875	  0.0	  8.2 
5649	0	11	46.000	  0.0	 11.6 
5650	0	11	46.125	  0.0	 10.7 
5651	0	11	46.250	  0.0	  9.2 
5652	0	11	46.375	  0.0	  9.0 
5653	0	11	46.500	  0.0	  7.4 
5654	0	11	46.625	  0.0	  7.0 
5655	0	11	46.750	  0.0	  8.0 
5656	0	11	46.875	  0.0	 10.5 
5657	0	11	47.000	  0.0	 10.3 
5658	0	11	47.125	  0.0	 11.2 
5659	0	11	47.250	  0.0	 10.1 
5660	0	11	47.375	  0.0	  8.4 
5661	0	11	47.500	  0.0	  6.4 
5662	0	11	47.625	  0.0	  8.7 
5663	0	11	47.750	  0.0	  9.2 
5664	0	11	47.875	  0.0	  9.9 
5665	0	11	48.000	  0.0	  9.2 
5666	0	11	48.125	  0.0	  8.0 
5667	0	11	48.250	  0.0	  7.1 
5668	0	11	48.375	  0.0	  5.7 
5669	0	11	48.500	  0.0	  8.3 
5670	0	11	48.625	  0.0	  9.7 
5671	0	11	48.750	  0.0	  9.0 
5672	0	11	48.875	  0.0	  8.1 
5673	0	11	49.000	  0.0	  8.4 
5674	0	11	49.125	  0.0	  8.7 
5675	0	11	49.250	  0.0	 10.2 
5676	0	11	49.375	  0.0	 13.5 
5677	0	11	49.500	  0.0	 12.7 
5678	0	11	49.625	  0.0	 10.8 
5679	0	11	49.750	  0.0	  9.3 
5680	0	11	49.875	  0.0	  8.7 
5681	0	11	50.000	  0.0	  7.1 
5682	0	11	50.125	  0.0	  7.3 
5683	0	11	50.250	  0.0	 10.9 
5684	0	11	50.375	  0.0	 14.4 
5685	0	11	50.500	  0.0	 11.8 
5686	0	11	50.625	  0.0	 10.6 
5687	0	11	50.750	  0.0	 10.5 
5688	0	11	50.875	  0.0	 10.8 
5689	0	11	51.000	  0.0	  9.2 
5690	0	11	51.125	  0.0	 11.2 
5691	0	11	51.250	  0.0	 15.1 
5692	0	11	51.375	  0.0	 15.5 
5693	0	11	51.500	  0.0	 13.4 
5694	0	11	51.625	  0.0	 12.7 
5695	0	11	51.750	  0.0	 11.0 
5696	0	11	51.875	  0.0	 10.1 
5697	0	11	52.000	  0.0	 10.9 
5698	0	11	52.125	  0.0	 12.3 
5699	0	11	52.250	  0.0	 13.9 
5700	0	11	52.375	  0.0	 14.3 
5701	0	11	52.500	  0.0	 14.7 
5702	0	11	52.625	  0.0	 14.1 
5703	0	11	52.750	  0.0	 12.7 
5704	0	11	52.875	  0.0	 13.0 
5705	0	11	53.000	  0.0	 17.1 
5706	0	11	53.125	  0.0	 17.9 
5707	0	11	53.250	  0.0	 13.4 
5708	0	11	53.375	  0.0	 12.1 
5709	0	11	53.500	  0.0	 11.0 
5710	0	11	53.625	  0.0	  9.4 
5711	0	11	53.750	  0.0	 11.4 
5712	0	11	53.875	  0.0	 13.0 
5713	0	11	54.000	  0.0	 11.5 
5714	0	11	54.125	  0.0	 11.2 
5715	0	11	54.250	  0.0	 11.2 
5716	0	11	54.375	  0.0	  8.9 
5717	0	11	54.500	  0.0	  7.7 
5718	0	11	54.625	  0.0	 10.3 
5719	0	11	54.750	  0.0	 13.6 
5720	0	11	54.875	  0.0	 12.8 
5721	0	11	55.000	  0.0	 10.6 
5722	0	11	55.125	  0.0	  9.8 
5723	0	11	55.250	  0.0	  8.4 
5724	0	11	55.375	  0.0	  7.0 
5725	0	11	55.500	  0.0	  8.1 
5726	0	11	55.625	  0.0	 12.5 
5727	0	11	55.750	  0.0	 11.0 
5728	0	11	55.875	  0.0	  9.0 
5729	0	11	56.000	  0.0	  8.3 
5730	0	11	56.125	  0.0	  7.3 
5731	0	11	56.250	  0.0	  6.3 
5732	0	11	56.375	  0.0	  6.1 
5733	0	11	56.500	  0.0	  6.4 
5734	0	11	56.625	  0.0	  9.3 
5735	0	11	56.750	  0.0	  9.2 
5736	0	11	56.875	  0.0	  8.1 
5737	0	11	57.000	  0.0	  7.1 
5738	0	11	57.125	  0.0	  7.0 
5739	0	11	57.250	  0.0	  5.9 
5740	0	11	57.375	  0.0	  6.3 
5741	0	11	57.500	  0.0	  6.1 
5742	0	11	57.625	  0.0	  9.0 
5743	0	11	57.750	  0.0	  8.3 
5744	0	11	57.875	  0.0	  6.5 
5745	0	11	58.000	  0.0	  7.4 
5746	0	11	58.125	  0.0	  7.3 
5747	0	11	58.250	  0.0	  5.7 
5748	0	11	58.375	  0.0	  5.9 
5749	0	11	58.500	  0.0	  9.8 
5750	0	11	58.625	  0.0	 10.3 
5751	0	11	58.750	  0.0	  9.6 
5752	0	11	58.875	  0.0	  8.5 
5753	0	11	59.000	  0.0	  7.6 
5754	0	11	59.125	  0.0	  6.6 
5755	0	11	59.250	  0.0	  6.4 
5756	0	11	59.375	  0.0	  8.1 
5757	0	11	59.500	  0.0	  9.7 
5758	0	11	59.625	  0.0	  8.9 
5759	0	11	59.750	  0.0	  7.7 
5760	0	11	59.875	  0.0	  7.4 
5761	0	12	0.000	  0.0	  7.4 
5762	0	12	0.125	  0.0	  5.7 
5763	0	12	0.250	  0.0	  6.0 
5764	0	12	0.375	  0.0	  8.6 
5765	0	12	0.500	  0.0	 10.2 
5766	0	12	0.625	  0.0	  8.2 
5767	0	12	0.750	  0.0	  7.2 
5768	0	12	0.875	  0.0	  6.0 
5769	0	12	1.000	  0.0	  5.6 
5770	0	12	1.125	  0.0	  5.4 
5771	0	12	1.250	  0.0	  8.6 
5772	0	12	1.375	  0.0	 10.0 
5773	0	12	1.500	  0.0	  7.6 
5774	0	12	1.625	  0.0	  7.0 
5775	0	12	1.750	  0.0	  6.5 
5776	0	12	1.875	  0.0	  5.9 
5777	0	12	2.000	  0.0	  5.5 
5778	0	12	2.125	  0.0	  7.2 
5779	0	12	2.250	  0.0	  8.8 
5780	0	12	2.375	  0.0	  7.7 
5781	0	12	2.500	  0.0	  6.3 
5782	0	12	2.625	  0.0	  6.2 
5783	0	12	2.750	  0.0	  5.8 
5784	0	12	2.875	  0.0	  5.7 
5785	0	12	3.000	  0.0	  6.7 
5786	0	12	3.125	  0.0	  8.1 
5787	0	12	3.250	  0.0	  6.8 
5788	0	12	3.375	  0.0	  6.7 
5789	0	12	3.500	  0.0	  6.4 
5790	0	12	3.625	  0.0	  6.1 
5791	0	12	3.750	  0.0	  6.6 
5792	0	12	3.875	  0.0	  7.1 
5793	0	12	4.000	  0.0	  8.9 
5794	0	12	4.125	  0.0	  8.1 
5795	0	12	4.250	  0.0	  6.6 
5796	0	12	4.375	  0.0	  7.1 
5797	0	12	4.500	  0.0	  7.3 
5798	0	12	4.625	  0.0	  6.3 
5799	0	12	4.750	  0.0	  7.1 
5800	0	12	4.875	  0.0	 10.0 
5801	0	12	5.000	  0.0	 11.0 
5802	0	12	5.125	  0.0	  7.8 
5803	0	12	5.250	  0.0	  6.8 
5804	0	12	5.375	  0.0	  6.8 
5805	0	12	5.500	  0.0	  6.5 
5806	0	12	5.625	  0.0	  6.4 
5807	0	12	5.750	  0.0	  7.8 
5808	0	12	5.875	  0.0	 10.8 
5809	0	12	6.000	  0.0	  9.7 
5810	0	12	6.125	  0.0	  7.2 
5811	0	12	6.250	  0.0	  6.8 
5812	0	12	6.375	  0.0	  7.0 
5813	0	12	6.500	  0.0	  7.0 
5814	0	12	6.625	  0.0	  6.6 
5815	0	12	6.750	  0.0	  9.5 
5816	0	12	6.875	  0.0	  9.6 
5817	0	12	7.000	  0.0	  9.3 
5818	0	12	7.125	  0.0	  9.1 
5819	0	12	7.250	  0.0	  8.7 
5820	0	12	7.375	  0.0	  7.5 
5821	0	12	7.500	  0.0	  6.3 
5822	0	12	7.625	  0.0	  7.1 
5823	0	12	7.750	  0.0	 11.9 
5824	0	12	7.875	  0.0	 10.2 
5825	0	12	8.000	  0.0	  8.0 
5826	0	12	8.125	  0.0	  7.0 
5827	0	12	8.250	  0.0	  6.4 
5828	0	12	8.375	  0.0	  6.2 
5829	0	12	8.500	  0.0	  6.4 
5830	0	12	8.625	  0.0	  8.6 
5831	0	12	8.750	  0.0	 10.8 
5832	0	12	8.875	  0.0	 11.8 
5833	0	12	9.000	  0.0	  9.1 
5834	0	12	9.125	  0.0	  8.7 
5835	0	12	9.250	  0.0	  8.0 
5836	0	12	9.375	  0.0	  7.2 
5837	0	12	9.500	  0.0	  7.7 
5838	0	12	9.625	  0.0	 12.2 
5839	0	12	9.750	  0.0	 13.9 
5840	0	12	9.875	  0.0	 11.5 
5841	0	12	10.000	  0.0	  9.6 
5842	0	12	10.125	  0.0	  8.4 
5843	0	12	10.250	  0.0	  7.9 
5844	0	12	10.375	  0.0	  8.9 
5845	0	12	10.500	  0.0	  9.8 
5846	0	12	10.625	  0.0	 13.3 
5847	0	12	10.750	  0.0	 12.9 
5848	0	12	10.875	  0.0	 10.2 
5849	0	12	11.000	  0.0	  8.0 
5850	0	12	11.125	  0.0	  7.7 
5851	0	12	11.250	  0.0	  6.7 
5852	0	12	11.375	  0.0	  7.2 
5853	0	12	11.500	  0.0	 10.1 
5854	0	12	11.625	  0.0	 11.5 
5855	0	12	11.750	  0.0	  9.8 
5856	0	12	11.875	  0.0	  8.0 
5857	0	12	12.000	  0.0	  6.9 
5858	0	12	12.125	  0.0	  6.1 
5859	0	12	12.250	  0.0	  6.2 
5860	0	12	12.375	  0.0	  6.6 
5861	0	12	12.500	  0.0	  9.0 
5862	0	12	12.625	  0.0	 10.1 
5863	0	12	12.750	  0.0	 10.5 
5864	0	12	12.875	  0.0	  8.1 
5865	0	12	13.000	  0.0	  7.8 
5866	0	12	13.125	  0.0	  7.0 
5867	0	12	13.250	  0.0	  7.4 
5868	0	12	13.375	  0.0	  9.8 
5869	0	12	13.500	  0.0	 12.2 
5870	0	12	13.625	  0.0	 11.6 
5871	0	12	13.750	  0.0	  8.5 
5872	0	12	13.875	  0.0	  7.2 
5873	0	12	14.000	  0.0	  6.7 
5874	0	12	14.125	  0.0	  6.2 
5875	0	12	14.250	  0.0	  8.7 
5876	0	12	14.375	  0.0	  9.8 
5877	0	12	14.500	  0.0	  9.6 
5878	0	12	14.625	  0.0	  7.5 
5879	0	12	14.750	  0.0	  6.5 
5880	0	12	14.875	  0.0	  5.8 
